Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21715366,2022-09-26 19:14:23,2022-09-26 18:25:06,1684658,60647688,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715366/SRR21715366.lite.1,SRX17712537,SFK038 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243054,SAMN31025598,simple,504342,Stephanocoenia intersepta,SFK038,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,5E3176297D7616BDA41406526E65605A,43930BEA598D48DEC9FAC4E3BC945D1D
SRR21715369,2022-09-26 19:14:23,2022-09-26 18:25:00,45406,22703000,45406,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715369/SRR21715369.lite.1,SRX17712534,=A369&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243130,SAMN31025703,simple,504342,Stephanocoenia intersepta,SFK143,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,01B470F8392AABC40AEE0DF9132D4959,90D5C98368EAB8D73B7F9C68DB9DF14A
SRR21715368,2022-09-26 19:14:23,2022-09-26 18:24:59,49229,24614500,49229,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715368/SRR21715368.lite.1,SRX17712535,=A370&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243131,SAMN31025704,simple,504342,Stephanocoenia intersepta,SFK144,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,457F7E2CF1A5FF88D07C9B54C305BF98,671C42460D24623DE14D9A4D3FE9AD23
SRR21715367,2022-09-26 19:14:23,2022-09-26 18:24:57,32672,16336000,32672,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715367/SRR21715367.lite.1,SRX17712536,=A371&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243132,SAMN31025705,simple,504342,Stephanocoenia intersepta,SFK145,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,91F399CCA6D35788DB68B913853B6CB7,C0FDA0D15025032667B9E3B5492B9876
SRR21715365,2022-09-26 19:14:23,2022-09-26 18:24:58,45241,22620500,45241,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715365/SRR21715365.lite.1,SRX17712538,=A372&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243133,SAMN31025706,simple,504342,Stephanocoenia intersepta,SFK146,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CB297030D5DBC9F8122FF84F787259FE,447E70C31F89CC3E8D80CD76736613B6
SRR21715374,2022-09-26 19:14:23,2022-09-26 18:25:02,37089,18544500,37089,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715374/SRR21715374.lite.1,SRX17712529,=A364&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243125,SAMN31025698,simple,504342,Stephanocoenia intersepta,SFK138,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,39430DEBF09994735E24712FAC763B17,22A60EB7F7012794C0A365F5DFCDC8D8
SRR21715373,2022-09-26 19:14:23,2022-09-26 18:25:01,37381,18690500,37381,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715373/SRR21715373.lite.1,SRX17712530,=A365&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243126,SAMN31025699,simple,504342,Stephanocoenia intersepta,SFK139,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,8A7F3D84942A3D0A37B32977402BE0A6,E6C1528BD59E79D2F1B712706F072431
SRR21715372,2022-09-26 19:14:23,2022-09-26 18:25:02,34733,17366500,34733,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715372/SRR21715372.lite.1,SRX17712531,=A366&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243127,SAMN31025700,simple,504342,Stephanocoenia intersepta,SFK140,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,496C00E9FA493E69FF925C78500FAA68,84A3C652155CFD189A06CEEA536CDF5E
SRR21715371,2022-09-26 19:14:23,2022-09-26 18:24:56,26549,13274500,26549,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715371/SRR21715371.lite.1,SRX17712532,=A367&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243128,SAMN31025701,simple,504342,Stephanocoenia intersepta,SFK141,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,AD6EE06FA6A52215B904DA864D33567E,40686635D3F014C88B792AE721233660
SRR21715370,2022-09-26 19:14:23,2022-09-26 18:24:59,49696,24848000,49696,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715370/SRR21715370.lite.1,SRX17712533,=A368&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243129,SAMN31025702,simple,504342,Stephanocoenia intersepta,SFK142,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,D38FED2B7D1FBEA40476F4016CD32210,6CBA68F0BC0AF945F90F5441E3C8DCEC
SRR21715377,2022-09-26 19:14:23,2022-09-26 18:25:37,3006965,108250740,0,36,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715377/SRR21715377.lite.1,SRX17712526,SFK037 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243053,SAMN31025597,simple,504342,Stephanocoenia intersepta,SFK037,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,13399771307574B83312907702E18C09,55E22E3791EB9C7E5478CFE06D5B0CAC
SRR21715379,2022-09-26 19:14:23,2022-09-26 18:25:08,37137,18568500,37137,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715379/SRR21715379.lite.1,SRX17712524,=A360&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243121,SAMN31025694,simple,504342,Stephanocoenia intersepta,SFK134,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0F2F624154184CEF80C0685B2B440D92,17553EE75058AF999E8F2917647C648A
SRR21715378,2022-09-26 19:14:23,2022-09-26 18:25:06,35470,17735000,35470,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715378/SRR21715378.lite.1,SRX17712525,=A361&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243122,SAMN31025695,simple,504342,Stephanocoenia intersepta,SFK135,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,5ACC0301EF46868E6EE2BFB91C7EF367,A3D441FC23CCFA7D3C70B845E6DAD1E0
SRR21715376,2022-09-26 19:14:23,2022-09-26 18:25:04,33671,16835500,33671,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715376/SRR21715376.lite.1,SRX17712527,=A362&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243123,SAMN31025696,simple,504342,Stephanocoenia intersepta,SFK136,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B10396200960A3D779A7F4FD7E58CACE,974EBD9F2488AA8CDFD68680C1E9265D
SRR21715375,2022-09-26 19:14:23,2022-09-26 18:26:15,37217,18608500,37217,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715375/SRR21715375.lite.1,SRX17712528,=A363&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243124,SAMN31025697,simple,504342,Stephanocoenia intersepta,SFK137,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,E193D294C3DAEDCED9743E376B5B3972,C1FB46F0E065E9A7009FA39F7DBED875
SRR21715380,2022-09-26 19:14:23,2022-09-26 18:24:59,800277,28809972,0,36,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715380/SRR21715380.lite.1,SRX17712523,SFK004 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243120,SAMN31025564,simple,504342,Stephanocoenia intersepta,SFK004,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EAE65B6202FCD3CCB02864C578717921,065666DBFE7D821F50BC3316F78C345D
SRR21715384,2022-09-26 19:14:23,2022-09-26 18:25:00,36669,18334500,36669,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715384/SRR21715384.lite.1,SRX17712519,=A298&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243116,SAMN31025631,simple,504342,Stephanocoenia intersepta,SFK071,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,BB860401E808CB35FF4AD543229F8F81,F8A25E7D8ABEB569C4A0F0DA85464A69
SRR21715383,2022-09-26 19:14:23,2022-09-26 18:25:06,25959,12979500,25959,500,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715383/SRR21715383.lite.1,SRX17712520,=A299&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243117,SAMN31025632,simple,504342,Stephanocoenia intersepta,SFK072,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EFDBE7FB4CDF965D529E30F10D98077B,3F43243E1817814A537CA43550F8B0FD
SRR21715382,2022-09-26 19:14:23,2022-09-26 18:25:01,35888,17944000,35888,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715382/SRR21715382.lite.1,SRX17712521,=A300&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243118,SAMN31025633,simple,504342,Stephanocoenia intersepta,SFK073,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,30DB223B5298F01A65B5FD3D2F8C8455,39843459BCEBBF6E617DE19C36B89945
SRR21715381,2022-09-26 19:14:23,2022-09-26 18:25:09,35393,17696500,35393,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715381/SRR21715381.lite.1,SRX17712522,=A301&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243119,SAMN31025634,simple,504342,Stephanocoenia intersepta,SFK074,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,70CE0F94000DB53668F74EB7915D7659,1E29CBF7EFDEAEEAB8F2F8961E9CBC13
SRR21715389,2022-09-26 19:14:23,2022-09-26 18:25:14,30361,15180500,30361,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715389/SRR21715389.lite.1,SRX17712514,=A293&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243111,SAMN31025626,simple,504342,Stephanocoenia intersepta,SFK066,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EFEA4AAB6E64AD20306EC78467CE0290,5DD5DB060669000149C55BA4032FFF5D
SRR21715388,2022-09-26 19:14:23,2022-09-26 18:24:55,12853,6426500,12853,500,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715388/SRR21715388.lite.1,SRX17712515,=A294&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243112,SAMN31025627,simple,504342,Stephanocoenia intersepta,SFK067,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,066394E1E5B0E58B5CECDCB9FF90B979,4DF8211B7AA5CBA2F2AF7544EE644B7C
SRR21715387,2022-09-26 19:14:23,2022-09-26 18:25:05,40998,20499000,40998,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715387/SRR21715387.lite.1,SRX17712516,=A295&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243113,SAMN31025628,simple,504342,Stephanocoenia intersepta,SFK068,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,7812834F0E10D3A1727236B2439F3794,32DE93E9BC6C7F81F9FA63119607618A
SRR21715386,2022-09-26 19:14:23,2022-09-26 18:25:05,33044,16522000,33044,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715386/SRR21715386.lite.1,SRX17712517,=A296&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243114,SAMN31025629,simple,504342,Stephanocoenia intersepta,SFK069,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,2F987F051AD4B571F3AD3B9107D04044,C8882E2171901A6EEC741E08DCFB1E23
SRR21715385,2022-09-26 19:14:23,2022-09-26 18:25:21,29722,14861000,29722,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715385/SRR21715385.lite.1,SRX17712518,=A297&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243115,SAMN31025630,simple,504342,Stephanocoenia intersepta,SFK070,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,257C5F4D799D02F27D4AFAE913E86BDF,386BA874C65B0D837CD44B5C2E6FB264
SRR21715391,2022-09-26 19:14:23,2022-09-26 18:25:35,3633178,130794408,0,36,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715391/SRR21715391.lite.1,SRX17712512,SFK030 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243046,SAMN31025590,simple,504342,Stephanocoenia intersepta,SFK030,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,BFC69B42DD7E96FFC74F6AF5C6937375,29E5FD9B003FA680B8D532E438370416
SRR21715394,2022-09-26 19:14:23,2022-09-26 18:25:08,32728,16364000,32728,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715394/SRR21715394.lite.1,SRX17712509,=A289&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243107,SAMN31025622,simple,504342,Stephanocoenia intersepta,SFK062,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,AC122E9F3E9E1D7445122DE6BC8816CA,D7A7065C83CE4D0B8D4B4AE937289446
SRR21715393,2022-09-26 19:14:23,2022-09-26 18:24:57,30897,15448500,30897,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715393/SRR21715393.lite.1,SRX17712510,=A290&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243108,SAMN31025623,simple,504342,Stephanocoenia intersepta,SFK063,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,E89D06521922AFAB9114A858D47AEAC1,50ABF0F286F28518551AC142F02E9CD5
SRR21715392,2022-09-26 19:14:23,2022-09-26 18:24:58,37114,18557000,37114,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715392/SRR21715392.lite.1,SRX17712511,=A291&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243109,SAMN31025624,simple,504342,Stephanocoenia intersepta,SFK064,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,339BE425B387CB5BEF267100449FE4B9,7174CB03B9C8643AFA97110E21D21328
SRR21715390,2022-09-26 19:14:23,2022-09-26 18:24:59,35262,17631000,35262,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715390/SRR21715390.lite.1,SRX17712513,=A292&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243110,SAMN31025625,simple,504342,Stephanocoenia intersepta,SFK065,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,3AB6A9EF45E8D01E90A4EA826B67B354,E0883601666BCC3085917319AA424A53
SRR21715399,2022-09-26 19:14:23,2022-09-26 18:25:01,35602,17801000,35602,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715399/SRR21715399.lite.1,SRX17712504,=A284&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243102,SAMN31025617,simple,504342,Stephanocoenia intersepta,SFK057,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,5DAD3F5D1E0ECB14B1E1B0242F517CB8,0D942FE3865736DCF7BA43D1817BFB47
SRR21715398,2022-09-26 19:14:23,2022-09-26 18:25:01,32389,16194500,32389,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715398/SRR21715398.lite.1,SRX17712505,=A285&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243103,SAMN31025618,simple,504342,Stephanocoenia intersepta,SFK058,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0A4F6D442BF334FFA978579C1824340C,F73ACB349AC86E9E551EFE767BC8E7DA
SRR21715397,2022-09-26 19:14:23,2022-09-26 18:24:52,9851,4925500,9851,500,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715397/SRR21715397.lite.1,SRX17712506,=A286&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243104,SAMN31025619,simple,504342,Stephanocoenia intersepta,SFK059,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,76CA0A460464A3CC70907B4D82AD192A,0927E9E869483814D26E440071D3A94A
SRR21715396,2022-09-26 19:14:23,2022-09-26 18:25:05,46695,23347500,46695,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715396/SRR21715396.lite.1,SRX17712507,=A287&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243105,SAMN31025620,simple,504342,Stephanocoenia intersepta,SFK060,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,968E7365A048FDA9C130041E7B2B24B2,4AE1962A92E89A8CBA09C8D34388E309
SRR21715395,2022-09-26 19:14:23,2022-09-26 18:25:04,40808,20404000,40808,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715395/SRR21715395.lite.1,SRX17712508,=A288&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243106,SAMN31025621,simple,504342,Stephanocoenia intersepta,SFK061,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,62D7ED372FB95885D8AA50519D5A4267,522DAD5916B80F126AAE130B7DB315FF
SRR21715402,2022-09-26 19:14:23,2022-09-26 18:25:18,1695390,61034040,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715402/SRR21715402.lite.1,SRX17712501,SFK029 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243045,SAMN31025589,simple,504342,Stephanocoenia intersepta,SFK029,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F63F5287C1AD53F61C1BC0CCFEBE94AB,9942E93B9979A61B4591665347369DFF
SRR21715404,2022-09-26 19:14:23,2022-09-26 18:25:07,33922,16961000,33922,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715404/SRR21715404.lite.1,SRX17712499,=A280&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243098,SAMN31025613,simple,504342,Stephanocoenia intersepta,SFK053,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,0166ABBD65DA912191BC1EABE11C6849,C3AC86FE6BEE424AE9D5399BE9E65C05
SRR21715403,2022-09-26 19:14:23,2022-09-26 18:25:09,40207,20103500,40207,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715403/SRR21715403.lite.1,SRX17712500,=A281&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243099,SAMN31025614,simple,504342,Stephanocoenia intersepta,SFK054,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,7475099381FB37050708C1F5B106D313,5D5C82348D62A31FBB2006F658F922B2
SRR21715401,2022-09-26 19:14:23,2022-09-26 18:26:14,39369,19684500,39369,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715401/SRR21715401.lite.1,SRX17712502,=A282&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243100,SAMN31025615,simple,504342,Stephanocoenia intersepta,SFK055,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,2A90F984A7DA25E78B9FA32DDF07ACF8,0517A4CC7933783FEB55E5EBB96E7E8C
SRR21715400,2022-09-26 19:14:23,2022-09-26 18:25:07,36333,18166500,36333,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715400/SRR21715400.lite.1,SRX17712503,=A283&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243101,SAMN31025616,simple,504342,Stephanocoenia intersepta,SFK056,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B26B2BDE2588ABFFE57BD0ED8EF0B56F,561108F816B7C1634A1E5907FC136F72
SRR21715409,2022-09-26 19:14:23,2022-09-26 18:25:11,23354,11677000,23354,500,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715409/SRR21715409.lite.1,SRX17712494,=A275&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243093,SAMN31025608,simple,504342,Stephanocoenia intersepta,SFK048,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,638FAC28C4D6DA289545CDC7B2E307DE,19475A5EF0EB3C947BD7B0A0D1F06D31
